id,question_id,positionable_id,positionable_type,score,comment,created_at,updated_at
652,4,25,Candidate,1,"These should be taken over by local councils & a public works programme should be put in place,to finish off these abandoned estates.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
653,5,25,Candidate,3,"Another financial austerity measure,thats being imposed on the nation.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
654,6,25,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
655,7,25,Candidate,2,The property tax should be abolished.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
656,8,25,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
657,9,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
658,10,25,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
659,11,25,Candidate,1,"More measures should be put in place,to use vacant land,to keep these horses.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
660,12,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
661,13,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
662,14,25,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
663,15,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
664,16,25,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
665,17,25,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
666,18,25,Candidate,1,"This is a total piece of misinformation,that is being peddled by the government & Irish Water. Repairs to the infrastucture,is the only way to conserve water.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
667,19,25,Candidate,2,"Being a cyclist myself,I feel that cycle lanes are beficial,for safety & increased use of cycling,by the general public.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
668,20,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
669,21,25,Candidate,1,Whats wrong with its present name?,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
670,22,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
671,23,25,Candidate,3,This would make it more shopper friendly.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
672,24,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
673,25,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
674,26,25,Candidate,3,"They should be allowed to give more input,for important decisions that affect them.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
675,27,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
676,1,26,Candidate,3,The housing list in both the city and county is critically high. This needs to be addressed and a long term plan needs to be put forward and implemented to help the people on the housing list.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
677,2,26,Candidate,2,This needs to be looked at on a case by case basis.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
678,3,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
756,27,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
679,4,26,Candidate,2,It depends on the development and how much money and resources need to be put into getting the estate up to the correct standard,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
680,5,26,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
681,6,26,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
682,7,26,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
683,8,26,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
684,9,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
685,10,26,Candidate,2,The Board of Management of each school and the parents of the children attending the school should be involved in any changes to do with patronage . After all it is the parents choice of school to begin with and their child it will affect.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
686,11,26,Candidate,2,"This issue needs urgent attention , at the moment the system is not working . Engagement with all sides is the only way forward .",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
687,12,26,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
688,13,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
689,14,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
690,15,26,Candidate,2,All efforts should be made to resolve any anti social behaviour issues with engagement with the people involved and the people affected by this issue.,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
691,16,26,Candidate,3,"This should be looked at carefully ,With the correct consultation with the people of the towns and anybody affected by the building of the bypass.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
692,17,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
693,18,26,Candidate,0,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
694,19,26,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
695,20,26,Candidate,3,"A strong city centre is vital for growth for the county as a whole , this should be a priority for the new council and a plan is in place to ensure this happens with part of the UL campus being brought to the city centre. This will have huge benefits for business locally.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
696,21,26,Candidate,1,"The naming of the bridge should be put to the people of Limerick , It should never have taken up the time of the council in the way in which it did. I as strongly against it being called the JFK Bridge in this way.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
697,22,26,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
698,23,26,Candidate,1,"As the city centre is being improved and new plans put in place to bring more people into the centre this may work but as with all planning ,meaningful consultation is the key to success here.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
699,24,26,Candidate,3,"The Mayor of Limerick under the new council is now a symbolic role / office . If people would like to directly elect the Mayor of Limerick , I would support that.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
700,25,26,Candidate,1,"The cost has to play a part in using local referendums to decide issues as they can be costly . A better way maybe to ask the public using a survey together with social media and consultation with the councillors , as referendums as expensive to run.",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
701,26,26,Candidate,2,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
702,27,26,Candidate,1,"It should never be about male and female when selecting candidates , It is about ability and the person bring put forward being credible , honest and hard working to represent the people .",2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
703,1,27,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
704,2,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
705,3,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
706,4,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
707,5,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
708,6,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
709,7,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
710,8,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
711,9,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
712,10,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
713,11,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
714,12,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
715,13,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
716,14,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
717,15,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
718,16,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
719,17,27,Candidate,2,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
720,18,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
721,19,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
722,20,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
723,21,27,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
724,22,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
725,23,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
726,24,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
727,25,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
728,26,27,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
729,27,27,Candidate,2,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
730,1,28,Candidate,3,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
731,2,28,Candidate,1,,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
732,3,28,Candidate,3,For water pollution reasons,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
733,4,28,Candidate,3,Most are of inferior quality,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
734,5,28,Candidate,1,Water infrastructure needs massive investment,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
735,6,28,Candidate,1,This money is needed for investment in the area,2014-05-14 21:31:56 UTC,2014-05-14 21:31:56 UTC
736,7,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
737,8,28,Candidate,1,Rates are already too high. City centre is declining while shopping centres are booming,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
738,9,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
739,10,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
740,11,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
741,12,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
742,13,28,Candidate,3,They should be allowed to supplement benefits by working for local authority,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
743,14,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
744,15,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
745,16,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
746,17,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
747,18,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
748,19,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
749,20,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
750,21,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
751,22,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
752,23,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
753,24,28,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
757,1,29,Candidate,3,"It is a human right to have a decent place to live and building good quality social housing is the answer to the housing crisis. Labour Party, Housing Minister Jan O'Sullivan is providing €27 million of funding to Regeneration in Limerick each year with the bulk of that money spent on retrofitting houses and bringing forward new housing developments similar to the recently completed schemes at Cliona Park, Moyross and Colivet Drive, Southill.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
758,2,29,Candidate,1,The hundreds of millions paid to private landlords in rent allowance each year represents poor value for the state. We should borrow specifically to embark on an extensive plan to build sufficient numbers of good quality Council houses creating jobs in construction and providing proper homes for families. Within twenty years the scheme will pay for itself rather than continuing to transfer enormous amounts of state resources to private landlords.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
759,3,29,Candidate,3,"The development of villages in rural areas represents better planning instead of granting planning to one off houses each with their own septic tanks. A better outcome is achieved, the rural landscape is preserved and a better sense of community can be fostered and services can be provided on a more economic and environmentally friendly basis.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
760,4,29,Candidate,2,"Each estate must be assessed individually. Where a ghost estate is in an accessible location and where the houses are in reasonable repair and where it is economically viable, representing good value for the state, they should be taken over by the local authority and completed to provide housing. However if the location is unsuitable and the houses are in a poor state of repair, demolition is appropriate.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
761,5,29,Candidate,2,The Labour Party is pro-active in government in opposing a standing charge and ensuring that provision is made to minimise the amount charged to vulnerable sectors of society. Water rates will lead to conservation and the programme of network replacement should be accelerated.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
762,6,29,Candidate,2,"The amount by which LPT can be raised or reduced by councillors is limited within a band of 15% up or down. It is Labour Party policy to reduce it where possible, however any reduction must be assessed in terms of the impact on cuts to essential services that would have a negative impact on the quality of life in the city.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
763,7,29,Candidate,3,"Next year 80% of LPT will be spent where it is collected with 20% paid into a central fund to support poorer local authority areas. This will encourage greater interest in local government as people will be concerned as to how their tax is being spent, to see that funds are not being wasted and that they are getting value for money and receiving services in their locality in return.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
764,8,29,Candidate,1,Poor consumer spending in Limerick since 2008 has impacted on retail in the city. Quality retail provides employment and must be protected to make the city more attractive to shoppers and to attract investment and tourism. Further reductions in rates are needed and commercial rates should be revised to take greater account of turnover rather than the outdated property valuation system that penalises people who invest in their outlets.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
765,9,29,Candidate,2,Sufficient funding should be allocated to the provision of accommodation for settled people and for Travellers to ensure that all members of society have decent housing.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
766,10,29,Candidate,3,"As a founder in 1989 of the multi-denominational primary school, the Limerick School Project, on O'Connell Avenue, I believe that there is a demand and that more local primary and secondary schools should be multi-denominational and that religious instruction should be the responsibility of churches outside school hours. More work should be done to provide families with multi-denominational options appropriate to a pluralist society.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
767,11,29,Candidate,2,"An enormous amount of money has been spent annually for many years impounding horses and the problem of neglect and cruelty to horses persists. Impounding of horses where appropriate should continue, however a new approach supporting the setting up of horse projects by providing land on the outskirts of the city should be tried, promoting regulation and education, working in partnership with horse owners along the lines of the model that has been very successful at Dunsink in Dublin.",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
768,12,29,Candidate,3,I have marched in Gay Pride Parades and supported the vote in Limerick City Council earlier this year for same sex marriage. Council should continue to support this festival promoting equality.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
769,13,29,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
770,14,29,Candidate,3,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
771,15,29,Candidate,3,"After a process and if the behaviour is persistent, in order to protect law abiding residents and tenants",2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
772,16,29,Candidate,3,The county town with which I am most familiar is Adare. The through traffic contributes nothing to the town and only leads to frustrating congestion. Towns like Adare will develop as more attractive places to visit if through traffic is eliminated and journey times will be improved for motorists trucks drivers etc. who are just passing through. The local and overall economy will benefit.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
773,17,29,Candidate,1,If wind farms are properly located and do not impact negatively on the environment they represent a valuable renewable energy resource.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
774,18,29,Candidate,2,Another charge is difficult for people to pay at this point and while metering will encourage water conservation leaking pipes must be replaced also.,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
775,19,29,Candidate,3,"More people should cycle to reduce their carbon footprint and for economic and health benefits. Public transport should be made more attractive for similar reasons and to relieve traffic congestion in the city. I voted in support of of the Ballinacurra Bus Lane now nearing completion. Bus lanes also facilitate ambulances, taxis and Garda cars making roads safer.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
776,20,29,Candidate,3,"The cultural, historic and retail centre of the city must be vibrant to attract investment, tourism and employment that will be of benefit to the city and the county.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
777,21,29,Candidate,1,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
778,22,29,Candidate,1,"I am supporting the introduction of ""pay and display"" in the city as a more effective method of paying for on street parking.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
779,23,29,Candidate,3,"Increased pedestrianisation works and makes the city more attractive to visit for shopping, leisure, festivals, etc.. This can involve wider footpaths with reduced lanes for vehicular traffic as on Thomas Street, Catherine Street and John's Square and full pedestrianisation at other suitable locations to create pedestrianised public spaces as on Lower Thomas Street and on Bedford Row.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
939,21,2,Party,0,,2014-05-14 21:32:02 UTC,2014-05-14 21:32:02 UTC
940,22,2,Party,0,,2014-05-14 21:32:02 UTC,2014-05-14 21:32:02 UTC
780,24,29,Candidate,1,We should not underestimate the Council Manager system that has served the city well and is widely accepted as an form of local government in the US where the Manager is a professionally administrator implementing policy formulated by the elected representatives. Efforts to introduce directly elected mayors in the UK have not been successful. There is a popular tradition in Limerick of the election of a mayor from the elected members on an annual basis.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
781,25,29,Candidate,2,Councillors are elected for a five year term by the people to represent them and public consultation is in place under planning legislation concerning all major developments. There is also a responsibility on citizens to inform themselves and to participate in these processes to make their views known in that way and by communicating their views directly to their representatives. The process and system already accommodates consultation but is often under utilized.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
782,26,29,Candidate,2,"In our model of democracy there is provision for community groups, residents associations sporting and cultural organisations to lobby support on issues of concern to them and to have their positions advanced by their representatives in Council decision making.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
783,27,29,Candidate,2,"In my opinion it is desirable that more women should be elected and to achieve this goal more women should put themselves forward and the electorate, both men and women should support good women candidates.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
784,1,30,Candidate,3,Social housing is important as not everyone will ever be able to call a house their home unless there is some government intervention. However a zero tolerance approach should be taken to any anti-social behaviour or criminality to those living in social housing. If these are breached eviction should be the immediate response. Respect to the community is important for social housing recipients.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
785,2,30,Candidate,1,No by subsidising private landlords we are distorting the rental market and driving prices up. This leads to an investment property bubble at the tax payer's expense. One third of all rental properties receive a rent supplement and this is unsustainable.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
786,3,30,Candidate,1,One off rural housing is a requisite to ensure we have a vibrant rural lifestyle. However it is impossible to expect the same level of service provision in these areas.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
787,4,30,Candidate,3,If they have no chance of ever being occupied then they should be demolished and returned to what it was previously zoned for.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
788,5,30,Candidate,1,Water rates should be enacted as a conservation measure only and any excess usage should be charged at double the cost with the difference ring fenced solely for repairs to the system which leaks 42% of what it produces.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
789,6,30,Candidate,3,Agree strongly with any reduction in taxation for all.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
790,7,30,Candidate,3,All of it should be ring-fenced. More specifically in the area it is collected in.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
791,8,30,Candidate,1,"Taxation kills jobs, investment, and will close the doors of the SME's in Limerick. Why would I ever vote to increase rates on jobs if we do not increase the services we provide?",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
792,9,30,Candidate,1,I do not agree with special housing for travellers. We live in a western country where housing like a semi-detached are standard.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
793,10,30,Candidate,2,It is up to the schools in conjunction with their boards of management to decide on patronage. I would support the continued expansion of Gaelscoil and Educate Together patronages.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
794,11,30,Candidate,3,All horses kept in urban areas that do not have a licence and a suitable field should be impounded.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
795,12,30,Candidate,3,Why not? Not for the message it sells which I agree with but for the economic reasons. A council should be about selling our city to any potential tourists.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
796,13,30,Candidate,3,Working in the Department of Social Protection I have met with first hand to those who have benefitted directly from the Gateway scheme. Many without employment for over 4 years due to no skills available.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
797,14,30,Candidate,1,The asylum system should be expedited so those applying should not need to work. Short term direct provision would remove this issue. Ireland should not be seen as a soft touch asylum country.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
798,15,30,Candidate,3,Social housing is a privilege that enables people to get a foot up in our society. It should be treated with respect always. A gift of a home is special.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
799,16,30,Candidate,3,Adare. Enough said for any commuter regarding this question.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
800,17,30,Candidate,2,This is a blanket statement that fails to offer options on this complicated issue that varies location to location.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
801,18,30,Candidate,1,I wouldn't say welcomed but as I have previously outlined it should act as conservation measure only. Not a revenue generator,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
802,19,30,Candidate,3,Yes they should but on auxiliary roads instead of main thoroughfares to prevent disruption like we have seen caused on the Ballinacurra Rd.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
803,20,30,Candidate,3,"It's a reciprocal relationship, when the city is doing well so is the county and vice versa.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
804,21,30,Candidate,1,No. We are the riverside city and what better symbolises this then naming of a bridge are the vein of our city and country.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
805,22,30,Candidate,3,I'd love to see free car parking. of course space may an issue but without a doubt should be a goal worked towards.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
806,23,30,Candidate,1,Again it comes back to removing car parking spaces which are the lifeblood of our city traders. But pedestrianised quays would be a good place to start.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
807,24,30,Candidate,1,"No, it is mainly a ceremonial role.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
808,25,30,Candidate,1,How many referendums would we need a year? The cost would be huge and if we did this what is the point in having Councillors in the first place.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
809,26,30,Candidate,2,No but similar to the committee system in the Dáil they should be asked to consult on issues that are relevant to them.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
810,27,30,Candidate,0,"Each party should select the best candidates put forward just like the voters will. Male or female, it should be the best person for the job like any other profession.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
811,1,31,Candidate,1,We should utilise vacant housing to address the issue of social housing waiting lists in the city and county. We should also look at the improvement of existing social housing. I do not believe more houses will solve the waiting list problem.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
812,2,31,Candidate,1,"I believe, as above, we should look to the transfer of vacant housing to social housing. Rental support may cause disparities in terms of the levels paid and are subject to the rental market prices.",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
813,3,31,Candidate,1,I don't agree. It is anyone's right to build where they wish subject to planning permission. Much of our country is rural and contains one-off houses. This is part of our heritage and culture.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
814,4,31,Candidate,1,"If they are badly placed or built then I agree. If they are not, they should be used to house people on social housing lists. Alternatively, they should be used to provide services such as community/outreach or to address family homelessness",2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
815,5,31,Candidate,3,I agree but with stipulations. It must be done by metre estimates so we only pay for what we use and those who can't pay are dealt with individually. I don't agree with a flat rate for everyone. Metres would lead to improved conservation of our water supply. Irish Water should be enshrined in law as a public company so our natural resources cannot be sold to private interests in the future. Also we have to get improved infrastructure for our water supply in return,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
816,6,31,Candidate,3,I agree property tax rates should be reduced because it is not a progressive tax in the sense that it does not take into account people in negative equity etc. Property does not equal wealth in all cases. If this means that we must cut spending in local services then we must review our spending to see where we can cut instead because spending on local services is the most important spending council has to make therefore we should find that money elsewhere,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
817,7,31,Candidate,3,Yes. It comes from the people locally therefore people should see a return.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
818,8,31,Candidate,1,I don't agree. Limerick City centre is the most deprived in Ireland. We need to encourage business and activity in it.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
819,9,31,Candidate,2,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
820,10,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
821,11,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
822,12,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
823,13,31,Candidate,3,I agree to an extent. It should be only for a short period in order to get them back into work and to improve PRSI.,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
824,14,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
825,15,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
826,16,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
827,17,31,Candidate,1,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
828,18,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
829,19,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
830,20,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
831,21,31,Candidate,1,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
832,22,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
833,23,31,Candidate,1,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
834,24,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
835,25,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
836,26,31,Candidate,3,,2014-05-14 21:31:58 UTC,2014-05-14 21:31:58 UTC
837,27,31,Candidate,3,"Although I don't think there should be party politics in local government, I do believe that gender quotas, for a short period of time, are effective. They should not be a permanent feature but they do, as seen in order developed countries, encourage additional female membership",2014-05-14 21:31:59 UTC,2014-05-14 21:31:59 UTC
838,1,32,Candidate,3,,2014-05-14 21:31:59 UTC,2014-05-14 21:31:59 UTC
839,2,32,Candidate,0,"A Family needs a 'Home' to have security, to grow, to have a sense belonging, to feel love, be cherished and be a part of a community.",2014-05-14 21:31:59 UTC,2014-05-14 21:31:59 UTC
